Player;Rank;Points;Kill(s) Game 1;Kill(s) Game 2;Kill(s) Game 3;Kill(s) Game 4;Kill(s) Game 5;Kill(s) Game 6;Kill(s) Game 7;Kill(s) Game 8;Kill(s) Game 9;Kill(s) Game 10;Position Game 1;Position Game 2;Position Game 3;Position Game 4;Position Game 5;Position Game 6;Position Game 7;Position Game 8;Position Game 9;Position Game 10;Time Game 1;Time Game 2;Time Game 3;Time Game 4;Time Game 5;Time Game 6;Time Game 7;Time Game 8;Time Game 9;Time Game 10;Time Lobby 1;Time Lobby 2;Time Lobby 3;Time Lobby 4;Time Lobby 5;Time Lobby 6;Time Lobby 7;Time Lobby 8;Time Lobby 9;Time Lobby 10;Game Id 1;Game Id 2;Game Id 3;Game Id 4;Game Id 5;Game Id 6;Game Id 7;Game Id 8;Game Id 9;Game Id 10
Kqin YT;11;70;2;6;0;0;3;5;0;6;7;1;16;1;30;81;10;6;97;4;1;30;1308;1467;1266;206;1457;1420;95;1450;1526;1224;4.0;8.0;37.0;42.0;-34.0;1.0;26.0;74.0;163.0;145.0;87241d2a924a49069f5aa43ff7b6fef8;c0b2839ab0b74102a53d7e8a7c97ee7c;b46816bc67f14a02881263d4697f32a1;9a7d686de5d24435a23338ce5d76a329;f07fc7c78c8f473983336d0a1f5e92e0;88d9afa4ba0a4341a2b2335a4815614c;87ff9ebfcedd41eeabadb581ed8069c2;a181815f2e064381a1dd572f7a65641a;466e4946737346f3bb095ff097632146;9dad3588dc444b4694c0c04ba547a966
Eragonist;12;70;4;1;0;2;2;3;8;1;2;5;20;27;61;10;38;1;2;70;3;1;1288;1263;343;1399;1124;1514;1510;254;1537;1481;23.0;20.0;38.0;-24.0;-2.0;-18.0;6.0;172.0;206.0;-4.0;25aaf5e6c94745b2aebc1a4c2b07d92e;c0b2839ab0b74102a53d7e8a7c97ee7c;4aafc1d097ff4776b6657f90bc762a32;f401e7238850440faa626130d83b4515;fa034dd671d84dbeb36a67e8674a507e;4124857a111f425f87021e42bac720dc;6d4880333db048e8ae3866aa8481e228;2d48bc70be674141944ebe1a42271fc6;50fc3c71b7154ca293a81d61d578fba5;9dad3588dc444b4694c0c04ba547a966
kartuns bow;13;70;2;4;2;0;5;1;6;2;1;;7;1;8;77;1;13;4;68;6;;1371;1521;1397;165;1484;1386;1491;258;1443;;449.0;-3.0;113.0;81.0;70.0;120.0;157.0;254.0;13.0;;6a9b5ccecacb4f3eb2261cbc2ed0f458;30beb6d744ab4585a6fdea0a66e4ede6;aa41c53cc2834e42ba9a59b475802653;a68c664d7d89411dac5258a741059342;f2007c8cd7a14d77bfb2831ddf248d91;4fa4e5b746134e07bc304b570616ab88;171c41b7faee4ca4ae2ff54cfeef0890;84791dc635e8484b8c41f69836599b11;94b5938d165d466aa71b2f63d22b5328;
VGIA Tedi;14;70;2;3;5;6;0;1;0;1;3;;3;1;4;1;24;2;96;64;14;;1452;1468;1435;1423;1257;1528;101;259;1398;;-34.0;12.0;70.0;42.0;192.0;206.0;132.0;176.0;-28.0;;4b691b2ba0a540b18a5b0ce52e60ebf6;daba90933e814933b11be17943289e08;f09ce87cea9e40f78d853b65087ebdde;1f67c39622844cd2b6affe8ef39931b4;c99966c48d084d81a40da1e9bb332d18;b63da6b755b346cb88075f11b93a97f9;50fc3c71b7154ca293a81d61d578fba5;61d606ea92624aa3955e72f2c89ac636;75c2fee41b5f4113827c0c856446c46a;
Solary Kinstaar;15;69;0;3;12;6;6;2;1;2;;;47;8;1;1;2;11;31;42;;;1113;1401;1485;1478;1513;1409;802;892;;;4.0;-32.0;-36.0;236.0;398.0;249.0;215.0;119.0;;;3ebde9cd488b41528c50b785ebb3cc43;a5a306b0a7c54d64b413f29c64938818;1bf62ff2e2674c6f9795435dc76fb62e;be35f0a514514114aa04052bf53702d2;c99966c48d084d81a40da1e9bb332d18;ddf5e59d02514264b39d36bffccc48af;61d606ea92624aa3955e72f2c89ac636;94b5938d165d466aa71b2f63d22b5328;;
jetpacksGG;16;69;6;0;4;0;3;4;0;7;6;2;35;11;7;71;34;48;35;1;1;5;1160;1296;1394;256;1201;712;1138;1493;1514;1416;-11.0;2.0;-19.0;25.0;-3.0;16.0;28.0;102.0;78.0;270.0;0400e9ec029d43aeac2a2bb66a579c5c;ad13877a76c04f93aac55a0e7af31b40;0b79497da42d410e894b2969ba054792;2ffda3d3ec0b4f7c97a1ecaa7b0a1663;9a7d686de5d24435a23338ce5d76a329;1673ab4fa02841719f0216e53a72fc3e;c7169f1a509e4767b05edb12bcda90f3;99120c55503d4eda8ab53485c3758446;401bbebbd4154de19dbe1327e3728980;9dad3588dc444b4694c0c04ba547a966
DollarC;17;68;0;14;0;4;3;5;2;2;0;;66;1;25;8;4;2;35;23;18;;591;1416;1208;1422;1502;1505;914;1346;1325;;51.0;-27.0;83.0;33.0;140.0;30.0;196.0;62.0;184.0;;234ead0f73bd4e4eae7a8ee178eed20b;7bfb5f09603749669e1272f47dfb661f;9b32731a32954c12a914bf5d9a138906;94ce5b925f2743c0ae5ef6935f7af3ce;b63f3f2673164615ab4f464791877b6c;19db76677676410781c3c38807a7a298;05a1f95ffed54099959a2dbaf8320404;50fc3c71b7154ca293a81d61d578fba5;9dad3588dc444b4694c0c04ba547a966;
Recon NeyFaz;18;68;1;10;1;1;3;2;1;2;4;1;9;1;9;3;2;22;90;69;48;7;1332;1397;1412;1470;1530;1272;113;201;549;1439;-36.0;-26.0;1.0;92.0;126.0;238.0;241.0;300.0;69.0;47.0;697422ed725e45478430565801beaf99;be349fca895b4de3870f2db013e35e45;78734aba8da44f61bdc824c98dd16c39;be35f0a514514114aa04052bf53702d2;8ba062e7dd7f4b54816dfab0a71990d3;b63da6b755b346cb88075f11b93a97f9;466e4946737346f3bb095ff097632146;61d606ea92624aa3955e72f2c89ac636;75c2fee41b5f4113827c0c856446c46a;94b5938d165d466aa71b2f63d22b5328
KARMAA BOT;19;68;2;0;4;1;6;3;1;0;2;;1;11;8;9;2;3;93;11;11;;1474;1342;1374;1401;1496;1467;104;1406;1394;;-32.0;9.0;-2.0;8.0;43.0;46.0;154.0;112.0;251.0;;1fda9ea5a2fa41e19f27f2d8c46db2dd;dfd2f65377e84adb94d09909bc109d91;a6b40d1d502648d2aad90d8d14608606;b74d81820b184ec090976f096382f119;663f14f4935c48059f30fb33dfec774b;87ff9ebfcedd41eeabadb581ed8069c2;36a69139bd5f4aa19a3a9f7ada6fb0ae;466e4946737346f3bb095ff097632146;9dad3588dc444b4694c0c04ba547a966;
WGS_Horde;20;67;5;4;5;1;1;0;6;0;2;0;1;8;1;51;12;93;1;100;20;69;1478;1323;1464;521;1424;105;1515;72;1370;266;12.0;10.0;143.0;60.0;49.0;27.0;146.0;218.0;157.0;290.0;247f630ef72f4ce0947f2605cf481510;e776d26da87b4b0c9267bc18d0a3888b;f09ce87cea9e40f78d853b65087ebdde;1f67c39622844cd2b6affe8ef39931b4;dca11a1ac6014c158518ea95ff9f84ab;19db76677676410781c3c38807a7a298;4fa4e5b746134e07bc304b570616ab88;220dbad06a444d52b8543bcc784f7b58;36a69139bd5f4aa19a3a9f7ada6fb0ae;94b5938d165d466aa71b2f63d22b5328
ttv LouisFN;21;67;4;0;0;0;2;5;10;9;0;1;15;97;44;76;25;15;1;1;65;22;1345;96;1120;198;1295;1339;1497;1486;313;1352;-17.0;25.0;2.0;22.0;-19.0;17.0;-17.0;104.0;283.0;36.0;0088b9a653d94e1d8a545e8958dd004d;c580d3f02ffc45ad9d1358301ea8716a;de836deb56b44d9e87beba2e0566b950;3b7c67f74faf49c1861204e1c3a97715;a1ecbc2c72fb4c4b80028793526cd234;9ac82311a6be42ce8e04940398c9859f;367e07c39eb24ce894db9744644889da;74d72fa8a13548d2a720a388075c05a0;36a69139bd5f4aa19a3a9f7ada6fb0ae;50fc3c71b7154ca293a81d61d578fba5
AGO DaaV;22;67;9;4;2;1;0;0;0;2;5;4;1;5;52;65;76;64;15;21;1;11;1455;1457;468;282;212;312;1341;1324;1513;1415;23.0;215.0;169.0;142.0;493.0;190.0;49.0;207.0;258.0;219.0;224806c81ae640cd83d9b6da07c2558d;0365a1c20e654a35b364a853b0af3249;7021c061e3364deaaf1e57a508645a69;4f1fc41cf1724e1eae4783b23c6af944;686cb1840fa144fab0bb64a3fcd448c2;dca11a1ac6014c158518ea95ff9f84ab;43e7d05aeb954946897d67e3f1c800a5;74d72fa8a13548d2a720a388075c05a0;2d48bc70be674141944ebe1a42271fc6;94b5938d165d466aa71b2f63d22b5328
DV1 Taiovsky;23;67;1;4;6;2;1;2;7;7;1;;5;8;5;29;54;44;1;2;56;;1423;1357;1490;1222;692;822;1474;1514;645;;-21.0;-13.0;-30.0;250.0;39.0;75.0;11.0;77.0;299.0;;0e0ace922f2840569ac36b60d8e8ae23;d54a50956e2c48aca91c3ba6873dd91b;9103999e081145f18561829a7a7ce9fd;1f67c39622844cd2b6affe8ef39931b4;3b810b121eb6435e80366c7bc007419c;18d711b3c01a4876993edcb533c8d3f3;99a326ca39f04bd79341b1e9b8a47a81;401bbebbd4154de19dbe1327e3728980;9dad3588dc444b4694c0c04ba547a966;
KRSS_;24;67;11;3;1;1;0;7;0;8;7;;4;9;51;54;97;9;89;11;3;;1409;1424;746;716;102;1426;130;1385;1479;;171.0;115.0;165.0;1322.0;1262.0;-9.0;69.0;97.0;118.0;;4d48de5b28244013b28ff211100df16c;0365a1c20e654a35b364a853b0af3249;67505e8fab454188b16a1cd9726ce838;1f1c80c7ba844148b6b86308796f17ae;96c53905aaa243518fbba8504ee2be40;a78bd88548154097bcf2407dab7848fd;3f2d2356fe994e92a790834378a61200;517c37edbb1342389f399ae0ca8ea6ed;9dad3588dc444b4694c0c04ba547a966;
Hunters hen;25;66;4;2;1;15;2;3;3;6;0;0;37;43;78;1;15;26;1;8;85;54;1118;652;230;1444;1380;1206;1505;1482;145;539;2.0;5.0;46.0;-32.0;116.0;110.0;172.0;168.0;144.0;150.0;9ee360d07b424560a09924cc1e3dd099;a71b1d9c9dea436a8758f8d8f03b21ee;2347cb87d48b45939e74492953b40f5d;7f0f87a996014036a8dfff10078aabbf;ecd561a620e14c0aa4fe335ee1906a47;dca11a1ac6014c158518ea95ff9f84ab;19db76677676410781c3c38807a7a298;05a1f95ffed54099959a2dbaf8320404;75c2fee41b5f4113827c0c856446c46a;84791dc635e8484b8c41f69836599b11
iG.Fennix;26;66;5;3;6;0;0;3;2;0;3;2;3;28;1;96;93;17;10;97;1;4;1473;1156;1530;88;104;1340;1421;94;1480;1462;70.0;7.0;-17.0;249.0;149.0;117.0;189.0;99.0;-6.0;144.0;37d17a3e665f499f8157cf40af8ff59e;ed9c9055d3564ef8a3cb384d1fd0a305;8318c30bc26743348377813440208942;152df73977f94633a474c3de8b8536b3;686cb1840fa144fab0bb64a3fcd448c2;b63f3f2673164615ab4f464791877b6c;19db76677676410781c3c38807a7a298;ed3048b4633c421ca871fc0cd461a85a;ffd9581a0e574f278a59f4637c00815b;75c2fee41b5f4113827c0c856446c46a
Not Hellfire;27;66;2;5;2;3;3;1;0;7;12;1;47;6;23;10;3;37;81;52;1;50;878;1390;1288;1343;1450;1152;172;789;1539;572;-10.0;-25.0;-18.0;-9.0;9.0;119.0;76.0;20.0;94.0;113.0;41bced15d7d04dbfbeb7691516ef8495;8e8ee7f9cf46480e964a5d96fa5b5e8c;c695ed5a8a0444929a76c63ee2696eae;cc475c7ba5e84a7988b25baed9f19c34;9e23195c8eab45c1925ecd7e63672a88;0d2d9583d0524f22b4c0ad6ff511c270;be833e864a7748f5a18a9c742521a36d;dc71f09eb6b34bd5b33ed7ceb131ba69;36d16e6ea5934748acde198011676660;94b5938d165d466aa71b2f63d22b5328
13UP BPKris;28;66;11;0;2;0;1;3;0;7;8;;1;43;4;54;67;23;77;4;2;;1473;797;1502;612;282;1351;226;1476;1535;;292.0;120.0;-18.0;42.0;217.0;640.0;110.0;30.0;112.0;;5c2708efc1974c2b8625e0a1b02d4176;44663a16140743e6a30b803afe73dcdd;78734aba8da44f61bdc824c98dd16c39;be35f0a514514114aa04052bf53702d2;c86f8dc401184a9b820870b02778826e;b7b3bed13c9a48dc8190c89d81eba61c;a181815f2e064381a1dd572f7a65641a;cd942b1d08bf473f9d4ee292307c58f4;59db47ce4a124030af635273d3858012;
Preem -.-;29;66;5;8;0;4;2;2;2;0;2;;4;2;60;3;2;14;21;93;10;;1413;1430;421;1517;1526;1385;1337;126;1437;;-24.0;-11.0;232.0;30.0;46.0;189.0;164.0;93.0;125.0;;6e081f6478954c7e821457c9a095138a;d3c63792c90d4b6f9bdefa3980f09716;04794b804e3a4c29aa028e0c0c3694f0;d3e6659a64934725a100a4c4a00756d8;dca11a1ac6014c158518ea95ff9f84ab;4fa4e5b746134e07bc304b570616ab88;171c41b7faee4ca4ae2ff54cfeef0890;75c2fee41b5f4113827c0c856446c46a;84791dc635e8484b8c41f69836599b11;
Gambit.fwexY;30;65;14;0;3;8;1;1;0;1;0;2;1;83;8;1;10;49;68;74;89;13;1476;185;1387;1532;1464;590;243;217;128;1380;-15.0;150.0;59.0;24.0;260.0;284.0;188.0;37.0;98.0;143.0;0b3b8d5eaaf6427198202009126a37f8;f06f51905fe140b0be5e3fa5994c6ac1;44663a16140743e6a30b803afe73dcdd;7021c061e3364deaaf1e57a508645a69;dca11a1ac6014c158518ea95ff9f84ab;4fa4e5b746134e07bc304b570616ab88;b63da6b755b346cb88075f11b93a97f9;ddf5e59d02514264b39d36bffccc48af;05a1f95ffed54099959a2dbaf8320404;220dbad06a444d52b8543bcc784f7b58
Atlantis Lеtshe;31;65;16;9;6;0;4;1;0;2;0;0;1;3;12;69;13;72;51;36;85;70;1459;1453;1352;232;1420;217;557;871;155;250;19.0;77.0;268.0;154.0;46.0;30.0;80.0;192.0;68.0;128.0;285cbaeb5c9f4666b1aeb5efa11e44fb;f06f51905fe140b0be5e3fa5994c6ac1;7021c061e3364deaaf1e57a508645a69;7c64e543e99c46d2b2e1711aca3f7694;dca11a1ac6014c158518ea95ff9f84ab;19db76677676410781c3c38807a7a298;4fa4e5b746134e07bc304b570616ab88;b63da6b755b346cb88075f11b93a97f9;220dbad06a444d52b8543bcc784f7b58;36a69139bd5f4aa19a3a9f7ada6fb0ae
Genc1ツ;32;65;7;6;3;1;5;5;0;0;0;2;5;4;10;70;1;3;87;64;69;39;1363;1445;1392;292;1513;1501;138;402;227;609;37.0;0.0;153.0;108.0;127.0;20.0;228.0;174.0;287.0;36.0;2dd5d418b06d438bba11f913e6562935;db6e47ae721b42bab90ea6f72be4cecc;04794b804e3a4c29aa028e0c0c3694f0;1f67c39622844cd2b6affe8ef39931b4;b63f3f2673164615ab4f464791877b6c;19db76677676410781c3c38807a7a298;05a1f95ffed54099959a2dbaf8320404;220dbad06a444d52b8543bcc784f7b58;50fc3c71b7154ca293a81d61d578fba5;61d606ea92624aa3955e72f2c89ac636
im curiouz;33;65;2;2;5;0;0;3;1;0;5;6;47;13;2;5;61;1;53;77;8;2;853;1282;1524;1484;440;1498;636;194;1466;1509;19.0;-14.0;-3.0;13.0;121.0;124.0;185.0;191.0;174.0;138.0;0d6e513d110f49ed89bdd9fe03fee3fc;8faa45bfed1a4121b4919fc76f2de1f4;aa452aa481b1426b9d03f6eb813ea99a;0d5a737c86b449c89f20127d685b7994;0a077d1a64f24cdf8eab5ea8e5185726;99c0426708254d0895bb06a6d34cbc2f;b0ca139d444e450aabc7b026d43a375f;171c41b7faee4ca4ae2ff54cfeef0890;36d16e6ea5934748acde198011676660;94b5938d165d466aa71b2f63d22b5328
script is insane;34;65;6;6;0;9;2;4;2;4;0;;2;2;29;5;16;10;66;61;18;;1466;1462;1107;1448;1341;1396;312;314;1385;;-12.0;21.0;75.0;51.0;159.0;45.0;217.0;89.0;200.0;;139d2f924d0b4614a797fd6c7f2d5c54;e2dd8ba1542543799013f4d198666263;04794b804e3a4c29aa028e0c0c3694f0;b74d81820b184ec090976f096382f119;8ba062e7dd7f4b54816dfab0a71990d3;87ff9ebfcedd41eeabadb581ed8069c2;36a69139bd5f4aa19a3a9f7ada6fb0ae;50fc3c71b7154ca293a81d61d578fba5;75c2fee41b5f4113827c0c856446c46a;
Ghost Kamo;35;65;8;3;3;4;0;2;1;0;4;2;2;11;2;5;95;41;48;96;3;10;1445;1315;1513;1407;97;857;664;98;1507;1411;-11.0;37.0;62.0;57.0;270.0;116.0;33.0;112.0;49.0;62.0;0ad1f2e215c146e7860ea366813e3389;e04d113911944380bcb2d5cb35e19a2f;c663ab40764c4eab96dddba862e23d3c;152df73977f94633a474c3de8b8536b3;c99966c48d084d81a40da1e9bb332d18;fad71681e7ca4d60bf90491d7b630848;87ff9ebfcedd41eeabadb581ed8069c2;ed3048b4633c421ca871fc0cd461a85a;05a1f95ffed54099959a2dbaf8320404;75c2fee41b5f4113827c0c856446c46a
TTVCoreGamingg;36;64;1;0;0;4;1;0;0;0;1;;1;1;15;1;1;4;90;100;14;;1457;1515;1330;1478;1513;1501;91;80;1412;;59.0;-7.0;60.0;20.0;135.0;245.0;160.0;190.0;174.0;;2f9acfab0b2b4e3aac6a5d6ca53410b7;b8ac0dcd516f42e7b44efc2b47578157;245c173d2d4d4c939d7bc9abe2247e90;1757842f35a3491797b45aaba1d86200;c99966c48d084d81a40da1e9bb332d18;ddf5e59d02514264b39d36bffccc48af;61d606ea92624aa3955e72f2c89ac636;75c2fee41b5f4113827c0c856446c46a;84791dc635e8484b8c41f69836599b11;
S2V DiegoGB;37;64;1;13;1;2;2;3;0;0;0;9;29;1;20;27;38;1;82;97;52;1;1239;1436;1288;1209;962;1470;142;88;590;1486;2.0;-34.0;31.0;222.0;29.0;-33.0;44.0;172.0;219.0;45.0;0c14b1e3b1dd4a72900e93d38d2e7e5c;b37fa97d95e3407489dc622768c803d2;78734aba8da44f61bdc824c98dd16c39;be35f0a514514114aa04052bf53702d2;3604685016e84cf3b482123103ae5eb8;07ee565edf4945208efc281c2544768e;ddf5e59d02514264b39d36bffccc48af;05a1f95ffed54099959a2dbaf8320404;220dbad06a444d52b8543bcc784f7b58;514cf815db9a4e26bc2df0d594ba537b
Gambit Toose;38;64;6;2;11;1;5;0;0;1;3;2;16;36;1;47;1;64;81;84;1;37;1300;1139;1456;755;1526;332;215;158;1510;642;78.0;4.0;-8.0;234.0;96.0;236.0;59.0;162.0;63.0;126.0;3833e6e11ad94614affcbd587e719976;cfb99fddc38d44a49cd5ad3d5325faf3;2896b7a26bb34b41b5168a31af52aade;be35f0a514514114aa04052bf53702d2;dca11a1ac6014c158518ea95ff9f84ab;4fa4e5b746134e07bc304b570616ab88;87ff9ebfcedd41eeabadb581ed8069c2;b63da6b755b346cb88075f11b93a97f9;ddf5e59d02514264b39d36bffccc48af;61d606ea92624aa3955e72f2c89ac636
Sivi Has Dandruf;39;64;6;1;6;0;2;6;4;1;5;0;4;60;1;68;34;17;21;31;1;93;1455;773;1501;244;1134;1326;1331;1012;1538;137;-10.0;35.0;64.0;113.0;14.0;74.0;48.0;43.0;-41.0;30.0;0f29b95b921740a19d08dab68fbc4f2d;e04d113911944380bcb2d5cb35e19a2f;e95b3f7fb020431abed46aefbfe76fda;4f1fc41cf1724e1eae4783b23c6af944;be35f0a514514114aa04052bf53702d2;32c547ad2584459f924aaca5efc5465b;4fa4e5b746134e07bc304b570616ab88;05a1f95ffed54099959a2dbaf8320404;50fc3c71b7154ca293a81d61d578fba5;9dad3588dc444b4694c0c04ba547a966
FaZe Vorwenn;40;64;5;1;3;0;2;2;1;4;6;;15;50;1;75;21;2;27;1;10;;1391;743;1506;245;1343;1530;1285;1484;1399;;21.0;10.0;-19.0;101.0;1.0;2.0;143.0;-14.0;63.0;;212998e0b02e44bab845a11184215e2e;d7686df68c8b4b6ab58b3fd02ea786e2;afb4bff90ded44c2b5cd0f1517f4fb24;13ea323004ff4d87b0a1ab2e58f3bc40;7a5b5c455b794f8ca9a5b6f4df895d74;27f563c7d19e4c53851928fbd5fff8ac;74d72fa8a13548d2a720a388075c05a0;14fb7de6b03f44a49113493c0b570b4a;7ccef8c4123d4f71a9296d741ce0e436;
