Player;Rank;Points;Kill(s) Game 1;Kill(s) Game 2;Kill(s) Game 3;Kill(s) Game 4;Kill(s) Game 5;Kill(s) Game 6;Kill(s) Game 7;Kill(s) Game 8;Kill(s) Game 9;Kill(s) Game 10;Position Game 1;Position Game 2;Position Game 3;Position Game 4;Position Game 5;Position Game 6;Position Game 7;Position Game 8;Position Game 9;Position Game 10;Time Game 1;Time Game 2;Time Game 3;Time Game 4;Time Game 5;Time Game 6;Time Game 7;Time Game 8;Time Game 9;Time Game 10;Time Lobby 1;Time Lobby 2;Time Lobby 3;Time Lobby 4;Time Lobby 5;Time Lobby 6;Time Lobby 7;Time Lobby 8;Time Lobby 9;Time Lobby 10;Game Id 1;Game Id 2;Game Id 3;Game Id 4;Game Id 5;Game Id 6;Game Id 7;Game Id 8;Game Id 9;Game Id 10
Kylixx.;44;48;2;6;1;3;5;0;0;1;0;2;74;11;71;16;5;40;25;1;96;42;480.0;1448.0;573.0;1483.0;1561.0;1271.0;1396.0;1668.0;305.0;1429.0;;;;;;;;;;;39b99fa3a42444e28f1c7961ed083b80;05ed5f07a70f407cb7133362ca938917;1053f2ebc6f447be8dca342f9f78b563;166314732cbd4942a3e2877a0f0f4281;239ee312f2b44caa84b553b1ea83c7a7;2f050993ffb74a9aabde03320777a428;3a566fa9e88243bca8370e59a3801f76;4294f180e8cf4501bfad193233664ca3;4bc5ca2e5a64453f85246aeae444093b;4ecbdf227b624a51ae1ee654747351cc
FaZe Vorwenn;45;48;1;6;0;1;0;0;3;5;0;1;9;2;97;68;84;66;25;1;16;20;1482.0;1831.0;375.0;671.0;495.0;593.0;1384.0;1614.0;1540.0;1501.0;;;;;;;;;;;0160306bee654f7ab6bcdbec9096e83d;0e79319eeda94c80a072683dfb91f58b;1e953c618589461eb2554d7905ebe9a1;220d3bdbfbb946ea9efd96f652686777;283be34460954342ab8984c3eb308cbe;2aea6c237387481baaec605a915ef7e7;2da2c97d34b748fdb2b80899b4b5481a;3a566fa9e88243bca8370e59a3801f76;4437c56e93224216a767f00b07b7a693;4bc5ca2e5a64453f85246aeae444093b
RijasR;46;48;2;4;2;1;1;2;5;1;4;5;62;14;39;71;84;12;17;37;9;18;847.0;1430.0;1276.0;331.0;475.0;1565.0;1499.0;1350.0;1612.0;1425.0;;;;;;;;;;;0016b289285646278a4f61dc55b04da5;07c0ea5ef8ac4a6d97b9ba54af7c1de9;135e1ee4078c438dabe217d42314a7a9;1e953c618589461eb2554d7905ebe9a1;239ee312f2b44caa84b553b1ea83c7a7;262dce3e9adc4999bc51a8922d6d89dd;31e8abff3ca24002acba3ec78f9a47a0;3f3cad9eaa564df3a156af736ffb9244;45e6e79eb0ec4109b5639dc09cc44227;4ecbdf227b624a51ae1ee654747351cc
Secret_Domentos;47;48;1;2;4;0;3;3;4;1;5;;33;11;6;12;82;35;22;56;5;;1369.0;1445.0;1497.0;1683.0;317.0;1292.0;1564.0;630.0;1830.0;;;;;;;;;;;;010ee6aa7dab4846ba61913648116eaa;0bbc242f75584808b24a333763d8594b;1850e9eeb53f49069ea87588a06a9642;283be34460954342ab8984c3eb308cbe;31e8abff3ca24002acba3ec78f9a47a0;3575cd3166824f3884786795615883b1;40b1e48f8d34440c9bcc06789280abdb;48f76d410b9a4830a9443a8879fa96cb;4bc5ca2e5a64453f85246aeae444093b;
VGIA Markel;48;47;6;1;2;0;0;0;0;3;0;;1;12;14;77;52;75;7;1;93;;1466.0;1703.0;1531.0;491.0;1297.0;402.0;1798.0;1744.0;489.0;;;;;;;;;;;;39b99fa3a42444e28f1c7961ed083b80;0e2398a6b2aa4fd4bce3498f20ed63b7;1cf15780c9a24c5ba84fc29ff3ce4a5d;2aea6c237387481baaec605a915ef7e7;2da2c97d34b748fdb2b80899b4b5481a;36bc36e9c98a4b45b392fb0f861b30b7;3bbc29b32ebe44efac1725a102d24046;45e6e79eb0ec4109b5639dc09cc44227;4f692d25ab5f4375abcf1428a66643d2;
Tchub_;49;47;1;4;0;0;0;4;2;3;2;6;50;3;85;74;73;38;26;15;21;1;1087.0;1536.0;401.0;615.0;487.0;1323.0;1419.0;1475.0;1481.0;1823.0;;;;;;;;;;;45754f31b96f42fc95764e6daf932bf0;09179d03080847049e2160c0dab00784;174ca077f5194047a36a29ee09072e72;1cda681a43904abc96f85ca9d636ff24;22451421993d42729bfe50f3eed8d46a;23bf959a513d4138abbbd6c1f27b1397;2dc8e2bcfb794f48a3dc149450df3fe9;3a588d394095400184aed2f946628ac4;43e1faa5b9964ebaa7b9a27280e08c4a;4bc5ca2e5a64453f85246aeae444093b
EZ Mastirias TTV;50;47;0;3;2;1;3;0;1;0;3;;93;3;65;2;10;89;6;31;1;;363.0;1581.0;571.0;1628.0;1639.0;540.0;1519.0;1421.0;1759.0;;;;;;;;;;;;03010ace2e7244d4a9a50dd9d064b25a;04ba82a895354a18be35380d12366547;100e7039d8fa489996658ff93e2563fe;166314732cbd4942a3e2877a0f0f4281;259ce41766ff40f888f23bef44b02261;34969453878945998bec33f3b415d3cf;3575cd3166824f3884786795615883b1;41beb62f24d5446ebf866a58c36a5547;48f76d410b9a4830a9443a8879fa96cb;
IMajestQ;51;47;3;2;0;4;1;6;0;0;2;4;3;53;65;14;29;9;74;16;76;7;1470.0;1093.0;577.0;1523.0;1475.0;1526.0;348.0;1449.0;450.0;1692.0;;;;;;;;;;;b1190d28d41a4328b5ac559d765fff1a;0c746411a55444d39d98f74917343fac;166314732cbd4942a3e2877a0f0f4281;1cda681a43904abc96f85ca9d636ff24;2aea6c237387481baaec605a915ef7e7;34969453878945998bec33f3b415d3cf;40b1e48f8d34440c9bcc06789280abdb;41beb62f24d5446ebf866a58c36a5547;49cfb57c53ca444894463392b7aa0e1a;4bc5ca2e5a64453f85246aeae444093b
IkKomVoorDieKont;52;47;2;1;2;4;6;2;0;0;2;1;11;59;16;9;4;4;69;86;45;71;1382.0;896.0;1641.0;1606.0;1746.0;1745.0;392.0;158.0;804.0;647.0;;;;;;;;;;;d76eb8c5b3dc4850996fd4657601f84b;0bc82c7fcae442e8b4a7066c5535b139;15d2f5057ba24e6c838dad6ca2b93a36;239ee312f2b44caa84b553b1ea83c7a7;2f050993ffb74a9aabde03320777a428;3f3cad9eaa564df3a156af736ffb9244;477474eee3574ba3b4d6d27a34f319af;48f76d410b9a4830a9443a8879fa96cb;49cfb57c53ca444894463392b7aa0e1a;4ecbdf227b624a51ae1ee654747351cc
Detoox.;53;47;0;3;2;2;3;2;0;2;0;1;10;9;11;10;2;15;75;55;84;45;1426.0;1453.0;1562.0;1569.0;1539.0;1635.0;421.0;488.0;537.0;1317.0;;;;;;;;;;;7b5224c8457b42bea5c7f6536a258db3;0c10342b4988493ab0fd3e89a7ef87df;191eb62697f44f39b49680dcd6a52139;283be34460954342ab8984c3eb308cbe;31e8abff3ca24002acba3ec78f9a47a0;40b1e48f8d34440c9bcc06789280abdb;48f76d410b9a4830a9443a8879fa96cb;4a61c9eefa8146a1b65c908a2d10df34;4ecbdf227b624a51ae1ee654747351cc;4f692d25ab5f4375abcf1428a66643d2
M-DeRz;54;46;2;9;4;2;2;5;4;2;1;2;68;1;26;51;65;47;22;37;64;44;796.0;1614.0;1523.0;944.0;578.0;1189.0;1584.0;1368.0;380.0;728.0;;;;;;;;;;;022ec78c5ee348acabd4fbd8d7eaa293;07c0ea5ef8ac4a6d97b9ba54af7c1de9;166314732cbd4942a3e2877a0f0f4281;239ee312f2b44caa84b553b1ea83c7a7;2aea6c237387481baaec605a915ef7e7;2da2c97d34b748fdb2b80899b4b5481a;3a566fa9e88243bca8370e59a3801f76;4294f180e8cf4501bfad193233664ca3;4a61c9eefa8146a1b65c908a2d10df34;4bc5ca2e5a64453f85246aeae444093b
Panthers JoniZo;55;46;3;4;2;7;1;2;0;2;2;;39;21;48;1;15;9;90;42;26;;1292.0;1410.0;1149.0;1719.0;1611.0;1774.0;331.0;785.0;1695.0;;;;;;;;;;;;0c7e3010217842c4811247b5d374dbc7;0b89faa9a5614eefa25ceb72bfaf237a;174ca077f5194047a36a29ee09072e72;239ee312f2b44caa84b553b1ea83c7a7;2f050993ffb74a9aabde03320777a428;3f3cad9eaa564df3a156af736ffb9244;477474eee3574ba3b4d6d27a34f319af;48f76d410b9a4830a9443a8879fa96cb;4ecbdf227b624a51ae1ee654747351cc;
MAD Tolezito;56;46;2;6;0;2;3;1;5;0;0;0;15;5;54;9;38;53;1;79;93;83;1326.0;1519.0;944.0;1535.0;1370.0;990.0;1627.0;284.0;258.0;359.0;;;;;;;;;;;7e0f097ea10c4326ba755c10213c25a9;0bc82c7fcae442e8b4a7066c5535b139;19bb3304e39f44c1b4fc1b7996d5e659;220d3bdbfbb946ea9efd96f652686777;2da2c97d34b748fdb2b80899b4b5481a;3a566fa9e88243bca8370e59a3801f76;40b1e48f8d34440c9bcc06789280abdb;48f76d410b9a4830a9443a8879fa96cb;4a61c9eefa8146a1b65c908a2d10df34;4bc5ca2e5a64453f85246aeae444093b
Youtube Delson;57;46;1;1;5;0;5;1;0;0;0;2;43;19;20;24;10;75;93;1;53;2;1193.0;1411.0;1442.0;1521.0;1667.0;433.0;199.0;1601.0;791.0;2015.0;;;;;;;;;;;be95bae3ba6048098c37698d126929d9;09e7937fac8a4003ad05ed5fc62446ad;166c15b49b094c12b1ff37b10326fe5e;23bf959a513d4138abbbd6c1f27b1397;2f54452bd5d044408cde39ba03fe6d42;3ec74ba4899c4236bf6d71ef20b02524;40b1e48f8d34440c9bcc06789280abdb;41bac650e765475a987be3e9e6844925;49cfb57c53ca444894463392b7aa0e1a;4f692d25ab5f4375abcf1428a66643d2
6ICK Antorak;58;46;1;3;3;0;3;0;0;1;2;;32;11;11;94;1;11;95;24;11;;1297.0;1452.0;1476.0;225.0;1669.0;1525.0;218.0;1529.0;1549.0;;;;;;;;;;;;d76eb8c5b3dc4850996fd4657601f84b;0b89faa9a5614eefa25ceb72bfaf237a;1850e9eeb53f49069ea87588a06a9642;259ce41766ff40f888f23bef44b02261;283be34460954342ab8984c3eb308cbe;34969453878945998bec33f3b415d3cf;40b1e48f8d34440c9bcc06789280abdb;41beb62f24d5446ebf866a58c36a5547;48f76d410b9a4830a9443a8879fa96cb;
SNG Th0masHD;59;46;0;6;7;0;1;3;2;2;5;0;67;4;7;39;14;24;63;27;60;34;749.0;1540.0;1492.0;1297.0;1490.0;1408.0;498.0;1446.0;388.0;1416.0;;;;;;;;;;;be95bae3ba6048098c37698d126929d9;07baf9641786411e8a4468d286eddd5d;135e1ee4078c438dabe217d42314a7a9;220d3bdbfbb946ea9efd96f652686777;2be7f903e83c4cc9b4095910397b836c;36bc36e9c98a4b45b392fb0f861b30b7;41beb62f24d5446ebf866a58c36a5547;4437c56e93224216a767f00b07b7a693;4bc5ca2e5a64453f85246aeae444093b;4ecbdf227b624a51ae1ee654747351cc
SNG Trippernn;60;46;1;6;9;2;0;1;1;0;0;1;83;9;3;3;59;92;84;63;16;24;370.0;1435.0;1767.0;1768.0;770.0;334.0;344.0;639.0;1494.0;1919.0;;;;;;;;;;;022ec78c5ee348acabd4fbd8d7eaa293;048b9b1cde624e5e82a6cf9103cd419d;100e7039d8fa489996658ff93e2563fe;220d3bdbfbb946ea9efd96f652686777;2da2c97d34b748fdb2b80899b4b5481a;3575cd3166824f3884786795615883b1;36bc36e9c98a4b45b392fb0f861b30b7;3a566fa9e88243bca8370e59a3801f76;3f3cad9eaa564df3a156af736ffb9244;48f76d410b9a4830a9443a8879fa96cb
Sy Attak;61;45;0;3;2;0;6;0;0;2;0;0;75;3;1;50;1;38;6;62;72;99;356.0;1514.0;1706.0;1304.0;1533.0;1416.0;1697.0;526.0;198.0;275.0;;;;;;;;;;;4923e6ff07b7400d879dfe7256be2312;048b9b1cde624e5e82a6cf9103cd419d;100e7039d8fa489996658ff93e2563fe;220d3bdbfbb946ea9efd96f652686777;2aea6c237387481baaec605a915ef7e7;36bc36e9c98a4b45b392fb0f861b30b7;41beb62f24d5446ebf866a58c36a5547;49cfb57c53ca444894463392b7aa0e1a;4bc5ca2e5a64453f85246aeae444093b;4ecbdf227b624a51ae1ee654747351cc
sevenjosh;62;45;7;0;2;2;3;1;0;5;0;;1;84;9;12;14;32;38;61;59;;1649.0;365.0;1737.0;1549.0;1577.0;1250.0;1436.0;520.0;1372.0;;;;;;;;;;;;019099e8166b4c668f0fc50dd57cffa7;0e2398a6b2aa4fd4bce3498f20ed63b7;135e1ee4078c438dabe217d42314a7a9;220d3bdbfbb946ea9efd96f652686777;2da2c97d34b748fdb2b80899b4b5481a;3a566fa9e88243bca8370e59a3801f76;4294f180e8cf4501bfad193233664ca3;49cfb57c53ca444894463392b7aa0e1a;4ecbdf227b624a51ae1ee654747351cc;
PodaSaï;63;45;1;0;3;5;0;0;7;0;1;;24;93;3;6;38;67;1;74;19;;1329.0;178.0;1614.0;1614.0;1335.0;1251.0;1694.0;369.0;1724.0;;;;;;;;;;;;9494931c51ca480a80eedbd5c5d588cc;0ba02174c666455d85f16f60744a0c6d;0d2dcde9736149e9b45e09d4ea862e2e;1cda681a43904abc96f85ca9d636ff24;2aea6c237387481baaec605a915ef7e7;3a566fa9e88243bca8370e59a3801f76;3f3f18b12d694263b6192cca6c123cde;477474eee3574ba3b4d6d27a34f319af;49cfb57c53ca444894463392b7aa0e1a;
TTV L3and3Boy;64;45;3;3;0;0;1;3;1;0;3;4;7;1;64;74;5;31;30;98;51;15;1440.0;1548.0;925.0;532.0;1628.0;1412.0;1647.0;418.0;750.0;1509.0;;;;;;;;;;;4923e6ff07b7400d879dfe7256be2312;0c3e2f38b7db4d29907019879f70133b;1cf15780c9a24c5ba84fc29ff3ce4a5d;239ee312f2b44caa84b553b1ea83c7a7;283be34460954342ab8984c3eb308cbe;34969453878945998bec33f3b415d3cf;40b1e48f8d34440c9bcc06789280abdb;48f76d410b9a4830a9443a8879fa96cb;49cfb57c53ca444894463392b7aa0e1a;4e9d2b10b43c4aa996d040a01c4ddd23
HRZ Doraditox;65;45;0;2;5;0;0;8;1;0;0;;46;49;1;28;89;2;66;11;3;;1164.0;1164.0;1611.0;1447.0;293.0;1642.0;543.0;1625.0;1742.0;;;;;;;;;;;;b6e1b97fb76540c4a237e7713857fa5e;09b0fa62f97940e197b6782638518c5e;13b50ab8aebd49a0ba643c4823404ee2;239ee312f2b44caa84b553b1ea83c7a7;2dc8e2bcfb794f48a3dc149450df3fe9;2f54452bd5d044408cde39ba03fe6d42;3f3cad9eaa564df3a156af736ffb9244;41beb62f24d5446ebf866a58c36a5547;49cfb57c53ca444894463392b7aa0e1a;
CODE LUUU;66;45;2;1;1;1;4;2;5;0;3;;30;14;19;24;14;32;15;86;8;;1312.0;1426.0;1465.0;1490.0;1514.0;1440.0;1507.0;361.0;1703.0;;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;0b89faa9a5614eefa25ceb72bfaf237a;1850e9eeb53f49069ea87588a06a9642;2489595e6335476588813a11dda93831;2f54452bd5d044408cde39ba03fe6d42;3ec74ba4899c4236bf6d71ef20b02524;45d23c1b36e84d4dbb9bc20408b19c2f;4e9d2b10b43c4aa996d040a01c4ddd23;4f692d25ab5f4375abcf1428a66643d2;
TrainH Sayreez;67;45;1;2;1;0;0;6;7;1;1;2;54;44;7;64;66;2;4;54;7;80;1123.0;1236.0;1457.0;398.0;495.0;1536.0;1599.0;883.0;1667.0;302.0;;;;;;;;;;;1ece9be1a0c44e838317165f34241d65;093ead33534e4affbc19f17148269bbd;13b50ab8aebd49a0ba643c4823404ee2;22451421993d42729bfe50f3eed8d46a;242f4e4184c54567befb25d7a178d449;29323dd6f6c445278da5fcb07b8674b4;3575cd3166824f3884786795615883b1;41beb62f24d5446ebf866a58c36a5547;45e6e79eb0ec4109b5639dc09cc44227;4ecbdf227b624a51ae1ee654747351cc
xp Jamz;68;45;3;5;3;0;1;0;2;2;1;2;8;9;3;21;37;98;20;51;87;24;1452.0;1626.0;1719.0;1428.0;1363.0;272.0;1542.0;480.0;324.0;1566.0;;;;;;;;;;;00b2c2cb4bd74bf4acbc27146dee23a9;0dac2fa197534554a4199a94628c7dfa;1cf15780c9a24c5ba84fc29ff3ce4a5d;2aea6c237387481baaec605a915ef7e7;3575cd3166824f3884786795615883b1;40b1e48f8d34440c9bcc06789280abdb;41beb62f24d5446ebf866a58c36a5547;48f76d410b9a4830a9443a8879fa96cb;4bc5ca2e5a64453f85246aeae444093b;4ecbdf227b624a51ae1ee654747351cc
oS Rise;69;45;0;1;2;3;4;1;2;4;0;1;70;24;10;17;17;86;6;10;94;21;477.0;1379.0;1542.0;1523.0;1579.0;282.0;1613.0;1636.0;156.0;1929.0;;;;;;;;;;;017977d2a5674b8b8188e2fd962aa0cc;05ed5f07a70f407cb7133362ca938917;0fce53e5bc6f41819f445f7388a870c7;1e37f1d8370349f19d69d4cad90fc32a;2ba440596ae54c1ba63888fd43b10074;36bc36e9c98a4b45b392fb0f861b30b7;3a566fa9e88243bca8370e59a3801f76;4437c56e93224216a767f00b07b7a693;4bc5ca2e5a64453f85246aeae444093b;4f692d25ab5f4375abcf1428a66643d2
FACT lolb0om;70;45;3;1;0;6;0;1;0;3;0;0;3;9;34;15;81;73;62;5;83;5;1458.0;1539.0;1600.0;1579.0;329.0;395.0;768.0;1637.0;279.0;1631.0;;;;;;;;;;;c69ca744c3504dc284a272ce939076b6;0c746411a55444d39d98f74917343fac;1cf15780c9a24c5ba84fc29ff3ce4a5d;2a7ff1c534134ef686231311144d34c6;3575cd3166824f3884786795615883b1;36bc36e9c98a4b45b392fb0f861b30b7;3bbc29b32ebe44efac1725a102d24046;40b1e48f8d34440c9bcc06789280abdb;48f76d410b9a4830a9443a8879fa96cb;49cfb57c53ca444894463392b7aa0e1a
forZe h1kkY.;71;44;0;4;1;1;0;0;0;1;7;3;91;31;64;62;71;50;97;1;1;4;166.0;1314.0;600.0;554.0;428.0;772.0;136.0;3933.0;1646.0;1740.0;;;;;;;;;;;1ece9be1a0c44e838317165f34241d65;02443f09b4084979be2cc24de5aa07ed;0c41c7882aaf4c0bb91f55f5b1875142;12f3c11dc3964e5bb12c55b728714f55;1711cb00486b44c7a02047771cf609df;1b0eb5b3e14540cebcf517a46f518a55;22858776b6d940e6805dde4429304caa;35a3f5e3b26e42e5a3307d1a23052cb4;41da651279bb40f5985c1c735a450a02;4a61c9eefa8146a1b65c908a2d10df34
GL Snadr;72;44;2;0;3;1;0;0;0;0;3;;1;48;1;18;65;2;38;73;6;;1716.0;1146.0;1633.0;1477.0;637.0;1836.0;1356.0;443.0;1641.0;;;;;;;;;;;;022ac34968824d3fb0c798d162a7c609;0e2398a6b2aa4fd4bce3498f20ed63b7;191eb62697f44f39b49680dcd6a52139;283be34460954342ab8984c3eb308cbe;31e8abff3ca24002acba3ec78f9a47a0;3a566fa9e88243bca8370e59a3801f76;4437c56e93224216a767f00b07b7a693;4bc5ca2e5a64453f85246aeae444093b;4e9d2b10b43c4aa996d040a01c4ddd23;
Twitch YuyuFN;73;44;1;5;1;0;7;2;3;1;0;3;28;9;70;56;1;27;24;38;95;18;1352.0;1515.0;470.0;928.0;1630.0;1469.0;1493.0;1490.0;215.0;1569.0;;;;;;;;;;;8978b956397a42cf8117299295165054;0ba9a115eb184515ac081c3a0a7f8189;191eb62697f44f39b49680dcd6a52139;1ea04f63f4a34fd0a1d3da03addb8428;2489595e6335476588813a11dda93831;31e8abff3ca24002acba3ec78f9a47a0;3f3cad9eaa564df3a156af736ffb9244;477474eee3574ba3b4d6d27a34f319af;4ecbdf227b624a51ae1ee654747351cc;4f692d25ab5f4375abcf1428a66643d2
iBoars Hacky;74;44;0;6;3;0;1;1;2;3;1;2;73;1;2;61;37;28;13;85;95;16;650.0;1578.0;1616.0;817.0;1412.0;1438.0;1684.0;375.0;256.0;1687.0;;;;;;;;;;;c69ca744c3504dc284a272ce939076b6;07617f9d32864807a6cdf8a96e177a4e;135e1ee4078c438dabe217d42314a7a9;239ee312f2b44caa84b553b1ea83c7a7;2aea6c237387481baaec605a915ef7e7;34969453878945998bec33f3b415d3cf;40b1e48f8d34440c9bcc06789280abdb;48f76d410b9a4830a9443a8879fa96cb;49cfb57c53ca444894463392b7aa0e1a;4bc5ca2e5a64453f85246aeae444093b
ReconUK;75;44;1;3;1;1;0;5;0;1;5;;75;5;14;27;65;8;31;51;1;;567.0;1443.0;1432.0;1477.0;517.0;1538.0;1526.0;890.0;1588.0;;;;;;;;;;;;45754f31b96f42fc95764e6daf932bf0;05fb805fbfad4896b26e732ab3e77e90;1053f2ebc6f447be8dca342f9f78b563;1e953c618589461eb2554d7905ebe9a1;2ba440596ae54c1ba63888fd43b10074;2dc8e2bcfb794f48a3dc149450df3fe9;3bbc29b32ebe44efac1725a102d24046;4437c56e93224216a767f00b07b7a693;4929d1278f614863a73550e66a49cb7f;
Eon RedRush;76;44;0;4;0;3;1;1;4;1;0;0;13;1;65;8;79;44;9;7;88;74;1420.0;1537.0;535.0;1513.0;392.0;1264.0;1716.0;1666.0;163.0;714.0;;;;;;;;;;;00b2c2cb4bd74bf4acbc27146dee23a9;0c10342b4988493ab0fd3e89a7ef87df;19bb3304e39f44c1b4fc1b7996d5e659;1e953c618589461eb2554d7905ebe9a1;2be7f903e83c4cc9b4095910397b836c;2da2c97d34b748fdb2b80899b4b5481a;3a566fa9e88243bca8370e59a3801f76;4437c56e93224216a767f00b07b7a693;4bc5ca2e5a64453f85246aeae444093b;4ecbdf227b624a51ae1ee654747351cc
Decyptos;77;44;1;1;0;3;2;7;2;3;3;3;44;70;60;7;17;20;22;54;48;14;1234.0;644.0;556.0;1536.0;1630.0;1521.0;1427.0;778.0;578.0;1912.0;;;;;;;;;;;4debf6fb73a4496d80f1e717cf0ef3a7;0b2779f7048d4f8789c2ff37555f89ef;0fbe3b3120c74b3aae2298c1dcba6338;14be106030394349a19db601d75ce13c;23a17c21dc4344e3812569ef0e8438a3;2fc5e6e38b584021beffa3db70e6cd11;3bbc29b32ebe44efac1725a102d24046;45d23c1b36e84d4dbb9bc20408b19c2f;48f76d410b9a4830a9443a8879fa96cb;4e9d2b10b43c4aa996d040a01c4ddd23
zull-;78;44;1;3;2;0;2;4;7;0;3;2;59;57;24;89;39;17;4;47;5;46;1188.0;935.0;1415.0;156.0;1268.0;1436.0;1561.0;852.0;1607.0;1522.0;;;;;;;;;;;010ee6aa7dab4846ba61913648116eaa;09e7937fac8a4003ad05ed5fc62446ad;11af375c0ffa4e64a0de7e9f87cb86f8;1ea04f63f4a34fd0a1d3da03addb8428;2186f9c8ee174a4fb057a17653ece330;2b1e12d309df4ad387396660193e91e9;365e8b21b77242e382778bfe9f9380e1;41beb62f24d5446ebf866a58c36a5547;45e6e79eb0ec4109b5639dc09cc44227;4f692d25ab5f4375abcf1428a66643d2
Eragonist;79;44;1;4;0;0;3;7;0;0;3;4;8;24;85;24;18;19;78;89;36;13;1588.0;1402.0;225.0;1433.0;1504.0;1401.0;426.0;173.0;1471.0;1526.0;;;;;;;;;;;022ec78c5ee348acabd4fbd8d7eaa293;0dac2fa197534554a4199a94628c7dfa;19bb3304e39f44c1b4fc1b7996d5e659;1cf15780c9a24c5ba84fc29ff3ce4a5d;2a7ff1c534134ef686231311144d34c6;34969453878945998bec33f3b415d3cf;40b1e48f8d34440c9bcc06789280abdb;41beb62f24d5446ebf866a58c36a5547;4294f180e8cf4501bfad193233664ca3;49cfb57c53ca444894463392b7aa0e1a
TU Bro6en;80;44;0;2;1;1;6;7;1;0;0;2;60;24;36;19;17;9;11;89;97;6;1163.0;1398.0;1455.0;1435.0;1464.0;1613.0;1500.0;175.0;271.0;1767.0;;;;;;;;;;;010ee6aa7dab4846ba61913648116eaa;09b0fa62f97940e197b6782638518c5e;1711cb00486b44c7a02047771cf609df;233ffd7129564f6c909a30c99f18cb06;2e868bab085e4966841d97d84386b6b5;3b59792eb4f7413ca40b87ece7692038;4437c56e93224216a767f00b07b7a693;4bc5ca2e5a64453f85246aeae444093b;4e9d2b10b43c4aa996d040a01c4ddd23;4f692d25ab5f4375abcf1428a66643d2
LowOne_;81;44;1;0;0;2;0;4;3;6;1;;5;92;20;7;37;6;2;43;33;;1484.0;283.0;1669.0;1559.0;1380.0;1551.0;1675.0;792.0;1341.0;;;;;;;;;;;;2a2d7b3548d14de59d9bb48a4e221522;0dac2fa197534554a4199a94628c7dfa;100e7039d8fa489996658ff93e2563fe;1e37f1d8370349f19d69d4cad90fc32a;2ba440596ae54c1ba63888fd43b10074;365e8b21b77242e382778bfe9f9380e1;41beb62f24d5446ebf866a58c36a5547;49cfb57c53ca444894463392b7aa0e1a;4ecbdf227b624a51ae1ee654747351cc;
Twitch Arsen2k;82;44;0;1;0;3;0;8;0;0;2;3;72;8;29;15;38;2;13;90;87;10;605.0;1449.0;1585.0;1493.0;1481.0;1702.0;1702.0;173.0;324.0;1694.0;;;;;;;;;;;7b5224c8457b42bea5c7f6536a258db3;0715b9a6f98a44e082fba2e011acc797;135d1f15e379476ba3da7f8d0e9f3dd5;20206e4b9532491cba73a6cd76a28ee3;2d1cdd3d3e0a409a9376f78949f3fd04;39a6cf87e6024f5ea2d46c89bc3607cd;4437c56e93224216a767f00b07b7a693;4bc5ca2e5a64453f85246aeae444093b;4e9d2b10b43c4aa996d040a01c4ddd23;4f692d25ab5f4375abcf1428a66643d2
Dealersz;83;44;2;3;3;3;0;0;2;0;0;0;45;14;4;7;73;82;4;92;52;5;1177.0;1482.0;1565.0;1574.0;646.0;358.0;1624.0;293.0;675.0;1615.0;;;;;;;;;;;be95bae3ba6048098c37698d126929d9;0b09293e2cb54398a2ad57f665c5394d;174ca077f5194047a36a29ee09072e72;259ce41766ff40f888f23bef44b02261;31e8abff3ca24002acba3ec78f9a47a0;36bc36e9c98a4b45b392fb0f861b30b7;3a566fa9e88243bca8370e59a3801f76;4437c56e93224216a767f00b07b7a693;45e6e79eb0ec4109b5639dc09cc44227;48f76d410b9a4830a9443a8879fa96cb
Atlantis Lеtshe;84;43;2;1;0;1;18;1;2;4;0;1;42;43;67;67;1;73;51;17;69;56;1284.0;1101.0;443.0;457.0;1736.0;453.0;1005.0;1555.0;579.0;699.0;;;;;;;;;;;f7eb5fca6f9040b59817ae616a91d53a;0b72a17495e345a58a18c720026115f4;148f97daa36f444d84827b30c33dffd2;186ea5ede3d54e2ab3a1027fbab65318;1e2ee4caadc44d9998483d223f207499;2be7f903e83c4cc9b4095910397b836c;2f050993ffb74a9aabde03320777a428;36bc36e9c98a4b45b392fb0f861b30b7;4294f180e8cf4501bfad193233664ca3;45e6e79eb0ec4109b5639dc09cc44227
BTL 4zr;85;43;7;1;2;1;5;1;0;0;11;0;31;92;37;60;14;57;70;72;1;59;1297.0;306.0;1297.0;698.0;1468.0;961.0;469.0;635.0;1592.0;1301.0;;;;;;;;;;;1e94dfe26ca7480db53592b735a2840f;0bc82c7fcae442e8b4a7066c5535b139;0dac2fa197534554a4199a94628c7dfa;191eb62697f44f39b49680dcd6a52139;200da0daac494141a6e61be77dab9893;2be7f903e83c4cc9b4095910397b836c;34969453878945998bec33f3b415d3cf;38247f8f9c6446048d897c8cf433d065;3bdaf40bb5dd4359ab063b308d764f3c;4a61c9eefa8146a1b65c908a2d10df34
